"eng","tr","telaffuz","Derece","Tek"
"Antenna - Antennas","Anten - Antenler","Entena - Entenıs","genel","0"
"Centre of gravity","Ağırlık merkezi","Sentır ov gıraviti","genel","0"
"Asymmetric","Asimetrik","Eysimetrik","genel","0"
"Publishing","Yayıncılık","","genel","0"
"Broadcast","Yayın, yayın yapmak","","genel","0"
"Transmitter","Verici","","genel","0"
"Receiver","Alıcı","","genel","0"
"Mass","Kütle, kitle. yığmak, kümelemek","","genel","0"
"Mass communication","Kitle iletişim araçları","","genel","0"
"Massive","Cüsseli, iri","","genel","0"
"Hotel","Otel","Hotel","genel","0"
"Proportion","Oran, orantı","","genel","0"
"Direct proportion","Doğru orantı","","genel","0"
"Inverse proportion","Ters orantı","","genel","0"
"In direct proportion to","-ile doğru orantılı olarak","","deyim","0"
"Proportionate - Proportional - Proportioned","Orantılı","","genel","0"
"Disproportinate","Orantısız","","genel","0"
"Proportionately","Orantılı bir şekilde","","genel","0"
"Disproportionately","Orantısız bir şekilde","","genel","0"
"Tram","Tramvay","Tırem","genel","0"
"Subway - Metro","Metro","Sabvey - Metro","genel","0"
"Faculty of theology","İlahiyat fakültesi","Fekılti ov thialıci","genel","0"
"Moral","Ahlaki, ahlaklı","Morıl","genel","0"
"Immoral","Ahlak dışı, ahlaksız","İmmorıl","genel","0"
"Morality","Ahlak, ahlaklılık","Moreliti","genel","0"
"Immorality","Ahlaksızlık","İmmoreliti","genel","0"
"Mortuary","Morg","Morçueri","genel","0"
"Anaesthesia - Anasthesia","Anestezi","Enesthija","genel","0"
"Cyprus","Kıbrıs","Sayprıs","genel","0"
"Cypriot","Kıbrıslı, Kıbrısa özgü","Sipriıt","genel","0"
"Ramadan","Ramazan","Ramıdan","genel","0"
"Belgium","Belçika","Belcım","genel","0"
"Belgian","Belçikalı, Belçikaya özgü, Belçikaca","Belcın","genel","0"
"Architect","Mimar","","genel","0"
"Magnet","Mıknatıs","Megnıt","genel","0"
"Domestic and national","Yerli ve milli","Dımestik end neşınıl","genel","0"
"Polished nails","Ojeli parmaklar","","genel","0"
"Tourism","Turizm","Tuurizim","genel","0"
"Smuggling","Kaçakçılık","Sımagıling","genel","0"
"Smuggle","Kaçakçılık yapmak","Sımagıl","genel","0"
"Dub","Dublaj yapmak","Dab","genel","0"
"Dubbing","Dublaj","Dabing","genel","0"
"Waggon - wagon","Vagon","Vegın","genel","0"
"Vegan","Vegan","Vigın","genel","0"
"Wagon - Vegan","Vagon - Vegan","Vegın - Vigın","genel","0"
"Perfume","Parfüm","Pörfüum","genel","0"
"Cinema - Cinemas","Sinema - Sinemalar","Sinima - Sinimıs","genel","0"
"Police(s)","Kontrol etmek, denetlemek","Pılis(ıs)","genel","0"
"Ski","Kayak, kayak yapmak","","genel","0"
"Skiing","Kayak yapma, kayakçılık","","genel","0"
"Diarrhea(s)","İshal(ler)","Daıria - Daıriıs","genel","0"
"Seminar","Seminer","Seminar","genel","0"
"Internal diseases","Dahiliye","","genel","0"
"Ware","Eşya, porselen eşya, pişmiş topraktan gereçler","Veır","genel","0"
"Warehouse","Depo, ambar, toptan satış yeri","Veırhaus","genel","0"
"Glassware","Züccaciye","Gılesveır","genel","0"
"Groin","Kasık","Gıroin","genel","0"
"Admirer","Hayran","Edmayırır","genel","0"
"Stainless steel","Paslanmaz çelik","","genel","0"
"Father christmas","Noel baba","","genel","0"
"Cash box - Case","Kasa","","genel","0"
"Puppy - Puppies","Yavru köpek - Yavru köpekler","","genel","0"
"Ski(s)","Kayak(lar)","","genel","0"
"Antonym","Zıt anlamlı","Entınım","genel","0"
"Judicious","İhtiyatlı, temkinli, dikkatli","Cudişıs","genel","0"
"Stigma","İz, kusur, utanç verici şey","Sıtigma","genel","0"
"Reduction","Kısaltma, indirgeme","","genel","0"
"Deferment","Tecil, erteleme","Diförmınt","genel","0"
"Far-fetched","İhtimal dışı, abartı, zoraki, doğal olmayan, zorlama","","genel","0"
"Convent","Manastır","","genel","0"
"Convention","Toplanma, bir araya gelme, gelenek","","genel","0"
"Conventional","Geleneksel","","genel","0"
"Gull","Enayi, dolandırmak, kandırmak, martı","Gall","genel","0"
"Gullible","Kolayca aldatılabilir, enayi","Galıbıl","genel","0"
"Sensible - Sensitive","Mantıklı - Duyarlı","","genel","0"
"Assignment","Görevlendirme","","genel","0"
"Bachelor degree","Lisans derecesi","","genel","0"
"Phd (Doctor of Philosophy)","Doktora","","genel","0"
"Call on","Çağırmak (Sınıfa vs.)","","deyim","0"
"On call","Hazır, beklemede, nöbette","","deyim","0"
"Call the meeting on short notice","Acil toplantıya çağırmak","","genel","0"
"On short notice","Derhal, hemen, acil","","deyim","0"
"Fashionable (dress)","Modaya uygun (kıyafet)","","genel","0"
"Yardstick","Ölçüt","","genel","0"
"Republic","Cumhuriyet","","genel","0"
"Plagiarise","İntihal yapmak","Pıleycırayz","genel","0"
"Plagiarism","İntihal, eser hırsızlığı","Pıleycırızım","genel","0"
"Contract teacher","Sözleşmeli öğretmen","","genel","0"
"Permanent staff","Kadrolu personel","","genel","0"
"Staffed","Kadrolu, çalışanları olan","","genel","0"
"Short-staffed","Çalışanı az olan","","genel","0"
"Fully-staffed","Yeterli personeli olan","","genel","0"
"Contracted teacher","Sözleşmeli öğretmen","","genel","0"
"Sunbed","Şezlong","","genel","0"
"Paragraph","Paragraf","Perıgıref","genel","0"
"Hectare","Hektar (10.000 m2)","Hekteır","genel","0"
"Transplant","Nakletmek, aktarmak, organ nakli","Tırenspılent","genel","0"
"Irrıgate - Irritate","Sulamak - Kızdırmak","","genel","0"
"Third degree burn","3. derece yanık","","genel","0"
"At all costs","Ne pahasına olursa olsun","","deyim","0"
"Mercy","Merhamet","","genel","0"
"Merciful","Merhametli","","genel","0"
"Tattoo - Tattooed","Dövme - Dövmeli","Tatu - Tatud","genel","0"
"Pupil - People","Öğrenci - İnsanlar","Püpıl - Pipıl","genel","0"
"Hormone","Hormon","Hormon","genel","0"
"Wit","Zeka kıvraklığı, ince zeka","","genel","0"
"Witty","Hazır cevap, esprili","Vidi","genel","0"
"Skull","Kafatası, kuru kafa","Sıkal","genel","0"
"Colombia","Kolombiya","Kılambia","genel","0"
"Colombian","Kolombiyalı, Kolombiyaya özgü","Kılambiın","genel","0"
"Spray","Püskürtmek, sıkmak, sprey, serpinti, çiseleme","","genel","0"
"Rebel - Rebel","İsyan etmek - Asi, isyankar","Rıbel - Rebıl","genel","0"
"Maximum","Maksimum","Meksımım","genel","0"
"Foamy","Köpüklü","","genel","0"
"Shorts","Şort","","genel","0"
"Adhesive","Yapıştırıcı","Edhisiv","genel","0"
"Alimony","Nafaka","Elımoni","genel","0"
"Wedding","Nikah","","genel","0"
"Feel strange","Soğumak","","deyim","0"
"Pairing","Çiftleşme, eşleşme","","genel","0"
"Mate - Mating","Çiftleşmek - Çiftleşme","","genel","0"
"Couple - Coupling","Çiftleşmek - Çiftleşme","","genel","0"
"Transport","Nakil, nakliye, taşıma, nakletmek, taşımak","","genel","0"
"Transfer","Aktarma, nakil, devretme, nakletmek, aktarmak","","genel","0"
"Dowry","Çeyiz, başlık parası","Dauri","genel","0"
"Mechanism","Mekanizma","Mekınızım","genel","0"
"Tweak on the cheek","Yanaktan makas almak","","deyim","0"
"Tweak - Twerk","Makas almak, ince ayar yapmak, çimdiklemek - Tvörk","Tuvik - Tıvörk","genel","0"
"Cough up","Sökülmek (parayı)","Kaf ap","deyim","0"
"Cut off","Önüne kesmek (araçla), aniden önüne kırmak, makas atmak","","deyim","0"
"Crack","Çatlamak, çatlak","","genel","0"
"Crack down","Aşırı önlem almak, göz açtırmamak","","deyim","0"
"Crack down on","Son vermek için bir şeyin üzerine gitmek, müsamaha etmekten vazgeçip sert davranmaya başlamak","","deyim","0"
"Traffic cone","Koni şeklindeki trafik aparatı","","genel","0"
"Blow","Darbe","","genel","0"
"Parenthesis - Parentheses","Parantez - Parantez(ler)","Pırenfısıs - Pırenfısis","genel","0"
"Parenthesise","Parantez içine almak","Pırenfısayz","genel","0"
"Brace","{ }","","genel","0"
"Bracket","[ ]","","genel","0"
"Parenthesis","( )","Pırenfısıs","genel","0"
"Causative","Ettirgen","Kozıtiv","genel","0"
"Faculty of law","Hukuk fakültesi","","genel","0"
"Booklet","Broşür, kitapçık","","genel","0"
"Antelope","Antilop","Entilop","genel","0"
"Diaphragm","Diyafram","Dayıfırem","genel","0"
"Membrane - Cell membrane","Zar - Hücra zarı","Membıreyn","genel","0"
"Freshman - Junior - Senior","1. sınıf - 3. sınıf - 4. sınıf","","genel","0"
"Slide","Kaydırak","","genel","0"
"Smoky","Dumanlı","","genel","0"
"Haired - White haired","Saçlı - Beyaz saçlı","","genel","0"
"Gym","Spor salonu, jimnastik, beden eğitimi","","genel","0"
"Gym class","Beden eğitimi dersi","","genel","0"
"Cactus","Kaktüs","Kektıs","genel","0"
"Lose hair","Saçları dökülmek","","genel","0"
"Spleen","Dalak","","genel","0"
"Swallow","Yutak","","genel","0"
"Laryngeal","Gırtlak","Lırinciıl","genel","0"
"Windpipe","Soluk borusu","Vindpayp","genel","0"
"Capillary - Capillary vessel","Kılcal damar","Kepileri","genel","0"
"Ordinal - Ordinal Number","Sıra bildiren sayı","Ordinıl nambır","genel","0"
"Occupancy rate","Doluluk oranı","Oküpınsı reyt","genel","0"
"Baking soda","Karbonat","Beyking soda","genel","0"
"Soda","Soda, karbonat","Soda","genel","0"
"Rim","Jant","Rim","genel","0"
"Astronomy","Astronomi","Estıronomi","genel","0"
"Astronomer","Astronom, gök bilimci","Estıronomır","genel","0"
"Exhaust","Egzoz","İgzost","genel","0"
"Lava","Lav","Lava","genel","0"
"Glacier","Buzul","Gıleyşır","genel","0"
"Crate","Kasa (Elma kasası gibi)","Kıreyt","genel","0"
"Magnetic field","Manyetik alan","Megnetik fiıld","genel","0"
"Brood","Kuluçka","Bıruud","genel","0"
"Halal","Helal","Halal","genel","0"
"Over and over","Üst üste","","deyim","0"
"Make one wait","Bekletmek","","genel","0"
"Meaty","Etli","","genel","0"
"Engaged in","-ile uğraşmak (tarımla uğraşma gibi)","","deyim","0"
"Halva","Helva","Halva","genel","0"
"Volcano","Yanardağ","Volkeyno","genel","0"
"Boiler","Kazan","","genel","0"
"Cooking boiler","Pişirme kazanı","","genel","0"
"Seljuk - Seljuq","Selçuklu","Selcık","genel","0"
"Seljuk Empire","Selçuklu imparatorluğu","Selcık empayır","genel","0"
"Constipation","Kabızlık","Kanstıpeyşın","genel","0"
"Constipated","Kabız","Kanstıpeytıd","genel","0"
"Back up","Yedeklemek","","genel","0"
"Make a backup","Yedeklemek","","genel","0"
"Consistency","Kıvam","","genel","0"
"Seismic","Sismik","Sayzmik","genel","0"
"Archive","Arşiv","Arkayv","genel","0"
"Pre-washing","Ön yıkama","","genel","0"
"Caramel","Karamel","Kerımıl","genel","0"
"Vanilla","Vanilya","Vınila","genel","0"
"Bluff","Blöf yapmak, blöf","Bılaf","genel","0"
"Execution","İcra","","genel","0"
"Rough","Engebeli","","genel","0"
"Radio (Police radio)","Telsiz (Polis telsizi)","","genel","0"
"Aluminum - Aluminium","Alüminyum","Alumınım - Elıminiım","genel","0"
"Magnesium","Magnezyum","Megniziım","genel","0"
"Helium","Helyum","Hiliyım","genel","0"
"Sulphur","Kükürt, sülfür","Salfır","genel","0"
"X-ray","Röntgen","","genel","0"
"Sahara desert","Sahra çölü","Sehera dezırt","genel","0"
"Intensive care","Yoğun bakım","","genel","0"
"Mesopotamia","Mezopotamya","Mesıpıteymia","genel","0"
"Four operations","Dört işlem","","genel","0"
"Footprint","Ayak izi","","genel","0"
"Ones/Units Digit","Birler basamağı","","genel","0"
"Tens digit","Onlar basamağı","","genel","0"
"Hundreds Digit","Yüzler basamağı","","genel","0"
"Archaeology","Arkeoloji","Arkialıci","genel","0"
"Archaeologist","Arkeolog","Arkialıcist","genel","0"
"Judaism","Yahudilik","Judıizim","genel","0"
"Torah","Tevrat","Torah","genel","0"
"Old testament","Tevrah - Eski ahit","","genel","0"
"Polygamy","Çok eşlilik","Pılıgımi","genel","0"
"Monogamy","Tek eşlilik","Mınagımi","genel","0"
"Genital","Genital","Cenitıl","genel","0"
"Genital area","Genital bölge","Cenitıl eria","genel","0"
"State - Solid/Liquid/Gas State","Hal - Katı/Sıvı/Gaz Hali","","genel","0"
"One-digit number","Bir basamaklı sayı","","genel","0"
"Two-digit number","İki basamaklı sayı","","genel","0"
"Cube","Küp","Küub","genel","0"
"Blank slate","Beyaz sayfa - Yeni sayfa - Boş sayfa","","genel","0"
"Slate","Yazı tahtası - Yazı taşı","","genel","0"
"Hittites","Hititler","Hitayts","genel","0"
"Hittite","Hititlere özgü, Hititli","Hitayt","genel","0"
"Rash","Kızarıklık","Reş","genel","0"
"Limo","Limuzin","Limo","genel","0"
"Limbo","Belirsizlik, araf, hapishane, cehennemin sınırı","Limbo","genel","0"
"Best Before Date (BBD)","Son kullanma tarihi","","genel","0"
"Adversary","Düşman, hasım","Edvırseri","genel","0"
"Ashtray","Kül tablası, küllük","","genel","0"
"Down there","Genital bölge","","genel","0"
"Lag","Gecikmek, yetişememek, hız kesmek, gecikme, gerilik, geri","Leg","genel","0"
"Jet lag","Jet lag","Cet leg","genel","0"
"Jet","Jet, oltu taşı","Cet","genel","0"
"Solitude","Yalnızlık","Salıtüud","genel","0"
"Abduct","Kaçırmak (birini)","Ibdakt","genel","0"
"Abduction","Kaçırma (birini)","Ibdakşın","genel","0"
"Hygiene","Hijyen","Haycin","genel","0"
"Hygienic","Hijyenik","Haycenik","genel","0"
"Ammonia","Amonyak","Imonia","genel","0"
"Nitrogen","Azot","Naytrıcın","genel","0"
"Proton","Proton","Pıroton","genel","0"
"Electron","Elektron","İlektiron","genel","0"
"Anti","Muhalif, karşı","Enti","genel","0"
"Hourglass","Kum saati","","genel","0"
"Sugar daddy","Para yediren yaşlı ve zengin adam","","genel","0"
"Skipper","Menajer, antrenör, kaptan, pilot, okuldan kaytaran tip, aklı havada genç","","genel","0"
"Peril","Tehlike, risk","Perıl","genel","0"
"Skate","Paten, patinaj yapmak, kaymak","","genel","0"
"Skating","Paten yapma, patinaj","","genel","0"
"Ice skate","Buz pateni","","genel","0"
"Ice skating","Buz pateni yapma","","genel","0"
"Skater","Patenci","","genel","0"
"Skateboard","Kaykay","","genel","0"
"Roller skate","Tekerlekli paten","","genel","0"
"Relief","Kabartma","","genel","0"
"Handicrafts","El sanatları","Hendikırefts","genel","0"
"Jewelry","Takı, mücevherat, mücevher","","genel","0"
"Draw","Berabere","","genel","0"
"Strip","Şerit, soymak","","genel","0"
"Stripped","Soyulmuş, yalın, sade","","genel","0"
"Stripe","Çizgi, şerit","","genel","0"
"Striped","Çizgili (Kıyafet vb.)","","genel","0"
"To the death","Ölümüne","","deyim","0"
"Fight to the death","Ölümüne savaşmak","","deyim","0"
"Sociology","Sosyoloji","Sosialıci","genel","0"
"Sociologist","Sosyolog","Sosialıcıst","genel","0"
"Mythology","Mitoloji","Mithalıci","genel","0"
"Myth","Efsane","","genel","0"
"Logistics","Lojistik","Lacıstiks","genel","0"
"Goddess(es)","Tanrıça(lar)","Godıs(ıs)","genel","0"
"Illuminate","Aydınlatmak, ışıklandırmak","İlumineyt","genel","0"
"Fraction(s)","Kesir(ler), küsurat, küsur","","genel","0"
"Nape","Ense","Neyp","genel","0"
"Courthouse","Adliye","Korthaus","genel","0"
"Rabbit hole","Kör düğüm, içinden çıkılmaz durum","","deyim","0"
"Dementia","Bunaklık","Dimenşa","genel","0"
"Curse","Beddua, beddua etmek","","genel","0"
"Metaphor","Benzetme","Metıfor - Medıfor","genel","0"
"Macedonia","Makedonya","Mesidonia","genel","0"
"Technician","Teknisyen","Teknişın","genel","0"
"Lydia / Lydias","Lidya / Lidyalılar","Lidia / Lidiıs","genel","0"
"Prism","Prizma","Pırizım","genel","0"
"Expedition","Sefer","","genel","0"
"Exterior (antonym of interior)","Dış, dış görünüş, dış taraf","İkstiriır","genel","0"
"Submit","Boyun eğmek, teslim olmak","Sıbmit","genel","0"
"Submission","Teslim olma, boyun eğme","Sıbmişın","genel","0"
"Livestock","Hayvancılık","Layvsıtak","genel","0"
"Heck","Cehennem, kargaşa bölgesi","","genel","0"
"Landscape","Peyzaj","","genel","0"
"Iceberg - Berg","Buzdağı","Aysbörg - börg","genel","0"
"Just the tip of the iceberg","Sadece buzdağının görünen kısmı","","deyim","0"
"Barbaric","Barbar","Barberik","genel","0"
"Macedonian","Makedonyalı, Makedonyaya özgü","Mesidoniın","genel","0"
"Contemporary literature","Çağdaş edebiyat","","genel","0"
"Stake - Stack - Skate - Slate - Steak","Kazık/Çıkar - Yığın - Paten - Boş levha - Biftek","","genel","0"
"Labyrinth","Labirent","Lebirinth","genel","0"
"Chromosome","Kromozom","Kıromızom","genel","0"
"Sumerian","Sümer","Sümeriın","genel","0"
"Neolithic","Neolitik (Cilalı taş)","Niılithik","genel","0"
"Ritual","Ritüel","Riçuıl","genel","0"
"Training and Research Hospital","Eğitim ve Araştırma Hastanesi","","genel","0"
"Sicilia","Sicilya","Sisilia","genel","0"
"Sicilian","Sicilyalı","Sisiliın","genel","0"
"Greenland","Grönland","Griinlınd","genel","0"
"Antarctica","Antartika","Entarktika","genel","0"
"Theoretical","Teorik","Thiıretıkıl","genel","0"
"Volcanic","Volkanik","Volkenik","genel","0"
"Adobe","Kerpiç","Edobi","genel","0"
"Collar","Yaka","Kalır","genel","0"
"White collar","Beyaz yaka","Vayt kalır","genel","0"
"Goal post","Kale (Futbolda)","","genel","0"
"Pharmacist","Eczacı","Farmısist","genel","0"
"Meteorology","Meteoroloji","Midiıroloci","genel","0"
"Shroud","Kefen","Şıraud","genel","0"
"Dill","Dereotu","Dil","genel","0"
"Noob","Çaylak","Nuub","genel","0"
"Brook","Dere","","genel","0"
"Brook - Brood","Dere - Kuluçka","","genel","0"
"Obese","Obez","Obiis","genel","0"
"Pumper","Pompacı","","genel","0"
"Saint","Aziz","Seynt","genel","0"
"Elite","Elit","Ealitd","genel","0"
"Fury","Öfke, hiddet, kızgınlık","Füuri","genel","0"
"Fur - Fury","Kürk - Öfke","För - Füuri","genel","0"
"Not to speak of","Bir yana","","deyim","0"
"Serrated","Tırtıklı","Sireytıd","genel","0"
"Fetal - Fetal position","Cenin - Cenin pozisyonu","Fitıl","genel","0"
"Fetal - Fetus","Cenin - Fetüs, Cenin","Fitıl - fitıs","genel","0"
"Fetal position - Fetus position","Cenin pozisyonu","Fitıl - Fitıs","genel","0"
"Foetal - Foetus","Cenin - Fetüs, cenin","Fitıl - Fitıs","genel","0"
"Cerebral bleeding","Beyin kanaması","Siribrıl bıliding","genel","0"
"Craftsperson - Craftsman","Zanaatkar, zanaatçı","","genel","0"
"Craft","Zanaat, hüner","","genel","0"
"Affection","Duygusal yatkınlık, eğilim, düşkünlük","","genel","0"
"Promiscuous","Seçici olmayan, ayrım gözetmeyen","Pırımiskuıs","genel","0"
"Promiscuity","Gelişigüzellik","Pıramıskuiti","genel","0"
"Ceramic","Seramik","Siremik","genel","0"
"Desert","Terk etmek","Dizört","genel","0"
"Slit","Yarık","","genel","0"
"Stamp","Pul, posta pulu, kaşe, damga, damga vurmak","","genel","0"
"Vintage","Klasik, nostaljik, yıllanmış, bağbozumu","","genel","0"
"Underwrite","Altına imza atmak, sağlama almak, sigorta etmek","","genel","0"
"Dibs","Talep, istek, hak, rezervasyon, parça","","genel","0"
"Dibs!","Önce ben!  İlk ben gördüm!  İlk hak benim!","","genel","0"
"Call the dibs on something","Bir şey üzerinde hak talep etmek","","deyim","0"
"Top up","Tamamen doldurmak","","deyim","0"
"Call the shots","Borusu ötmek, sözü geçmek, ipleri elinde tutmak","","deyim","0"
"Call it quits","İlişiği kesmek, bırakmak, ayrılmak","","deyim","0"
"Call","Ziyaret etmek, varsaymak, ötmek (kuş vs.), ilan etmek, çağrıda bulunmak (Seçim, seferberlik vs.), cazibe, albeni, ziyaret, talep etmek, lakap takmak, iddia etmek","","genel","0"
"If you catch my drift","Anladın sen onu","","deyim","0"
"Do you get my drift","Ne kastettiğimi anladın mı?","","deyim","0"
"Get the drift","Kastedileni anlamak","","deyim","0"
"Turn out to be","Olduğu ortaya çıkmak","","deyim","0"
"Man turned out to be totally jerk Rıza Baba","Adamın tam bir pislik olduğu ortaya çıktı rıza baba","","deyim","0"
"Mark / You are such a mark","Enayi, saftirik, keriz / Tam bir kerizsin","","genel","0"
"Policy","Poliçe, politika","Polısi","genel","0"
"Product placement","Ürün yerleştirme","","genel","0"
"Stuff","Ağzına kadar doldurmak, dolgu","","genel","0"
"Stuffed","Tıka basa dolu","","genel","0"
"Stuffed pepper","Biber dolması","","genel","0"
"Mode","Tepe değer (mod), moda, tarz, üslup, usul, KİP","","genel","0"
"Median","Orta değer (medyan), yolun ortasındaki refüj","Midiın","genel","0"
"Propel","İleri doğru sürmek, yürütmek, itmek, sevk etmek","Pırıpel","genel","0"
"Porcelain","Porselen","Porsılın","genel","0"
"Inflate","Şişirmek (balon, top vs.)","","genel","0"
"Blow up","Patlatmak","","genel","0"
"Syllabus","Müfredat, ders programı","Silıbıs","genel","0"
"Syllable","Hece","Silıbıl","genel","0"
"Mat","Hasır, mat, keçe, paspas (tuvalet zeminindekilerden)","Met","genel","0"
"Mop","Paspas (yere döküleni silenlerden)","Map","genel","0"
"Presume / Presuming","Haddini aşmak / Küstah","","genel","0"
"Broker / Middleman","Komisyoncu","","genel","0"
"Refuge","Sığınmak, iltica etmek, REFÜJ, sığınak","Refüuç","genel","0"
"Refugee","Sığınmacı","Refüuci","genel","0"
"Defect / Detect","İltica etmek, kusur / Saptamak","","genel","0"
"Defective / Detective","Kusurlu / Dedektif","","genel","0"
"Article","a-an-the, madde (sözleşmede), bent, makale, şey, nesne, yazı, eşya","","genel","0"
"Conjugate","Çekimlemek (Fiilleri vs.)","Kancıgeyt","genel","0"
"Conjugated","Çekimli (Fiil vs.)","Kancıgeytıd","genel","0"
"Conjugation","Çekimleme (Filleri vs.)","Kancıgeyşın","genel","0"
"Discourse","Söylev, nutuk, anlatı, konuşma, söylev vermek","","genel","0"
"Ardent","Hevesli, coşkulu, ateşli, gayretli","Ardınt","genel","0"
"Heed","Önem, dikkat, özen, aldırmak, kulak vermek, önemsemek","Hiid","genel","0"
"Take heed of","Önemsemek, kulak vermek, aldırmak","","deyim","0"
"Preach","Vaaz vermek, öğütlemek, nasihat etmek","","genel","0"
"Preacher","Vaiz, hatip","","genel","0"
"Coster","Seyyar satıcı","Koastır","genel","0"
"Fringe","Kenar, kahkül, püskül, saçak","Fırinç","genel","0"
"Fringe / Fridge","Püskül-Kenar / Buzdolabı","","genel","0"
"Infringe","İhlal etmek, ihlal","","genel","0"
"Lengthy","Sıkacak kadar uzun, ayrıntılı","Lengthi","genel","0"
"Obtuse","Anlayışsız, kalın kafalı, GENİŞ (açı - geometrideki)","Abtüus","genel","0"
"Coaster","Kabotaj gemisi, bardak altlığı, sahilci (kıyı sakini), hız treni (lunaparktaki)","Kostır","genel","0"
"Coster / Coaster","Seyyar satıcı / Kabotaj gemisi, bardak altlığı, sahilci (kıyı sakini), hız treni (lunaparktaki)","Koastır / Kostır","genel","0"
"Retention","Hafıza","","genel","0"
"Pose","Teşkil etmek (tehdit/tehlike vs.)","","genel","0"
"Suffrage","Oy, oy hakkı, kısa dua","","genel","0"
"Alchemist","Simyacı","Alkımıst","genel","0"
"Alchemistry","Simya","Alkımıstıri","genel","0"
"Dawn","Şafak vakti","Daan","genel","0"
"Dusk","Alacakaranlık","Dask","genel","0"
"Earnest","Ağırbaşlı, samimi, içten","Örnıst","genel","0"
"Urgent","Acil","","genel","0"
"Clog / Clock","Pıhtılaşmak / Saat","Kılag / Kılak","genel","0"
"Dashing","Atılgan","","genel","0"
"Vain","Boşuna, beyhude","Vein","genel","0"
"At length","Uzun uzadıya, enine boyuna","","deyim","0"
"Mob","Avam, ayak takımı, halk tabakası","Mab","genel","0"
"Barrow","El arabası","Berrov","genel","0"
"It is a free country","Denemesi bedava","","deyim","0"
"Toast","Tost, kızarmış ekmek, şerefe, ekmek kızartmak, şerefine içmek","","genel","0"
"You dont say","Deme ya, hadi ya","","deyim","0"
"Pivot","Dayanak, en önemli nokta, eksen, idareci, yönetici","Pivıt","genel","0"
"Vertically pivoted window","Düşey milli pencere","","genel","0"
"Gist","Ana fikir, ana düşünce","Cist","genel","0"
"Indent","Satırbaşı, girinti, satırbaşı yapmak","","genel","0"
"Indented","Girintili","","genel","0"
"Contraception","Doğum kontrolü","Kantırısepşın","genel","0"
"Arouse","Uyandırmak, canlandırmak, harekete geçirmek","","genel","0"
"Stimulus","Uyarıcı","Sıtimılıs","genel","0"
"Stimuli","UyarıcıLAR","Sıtimılay","genel","0"
"Stimulus / Stimuli","Uyarıcı / Uyarıcılar","Sıtimılıs / Sıtimılay","genel","0"
"Stimulus - Response","Uyarıcı tepki","","genel","0"
"Trial - Error","Deneme - yanılma","","genel","0"
"Deduction","Tümdengelim","","genel","0"
"Deductive","Tümdengelim","","genel","0"
"Induction","Tümevarım","","genel","0"
"Inductive","Tümevarım","","genel","0"
"Induct","İşe almak, askere almak, memuriyete almak","","genel","0"
"Extensive","Geniş, yayılımlı, engin, geniş çaplı","","genel","0"
"Intensive","Yoğun","","genel","0"
"Extensive / Intensive","Geniş yayılımlı / Yoğun","","genel","0"
"Schema - Schemas - Schemata","Şema - Şemalar","","genel","0"
"Mason","Duvar ustası, taş ustası","Meysın","genel","0"
"Lime / Limed","Ihlamur, ıhlamur ağacı, kireç / kireçli","","genel","0"
"Execute","İnfaz etmek, idam etmek, uygulamak, icra etmek","Ekzıküut","genel","0"
"Execution","İcra, uygulama, idam, infaz","Ekzıküuşın","genel","0"
"Executive","Yönetici, yönetimsel, idari","İgzekitiv","genel","0"
"Executive oficer","İcra memuru","İgzekitiv afisır","genel","0"
"Devil / Demon","İblis / Şeytan","Devıl / Dimın","genel","0"
"Primate","Primat, başlıca, esas, asıl, başpiskopos","Pıraymeyt","genel","0"
"Aborigen / Aboriginal","Aborjin, yerli halk","Ebıricın / Ebıricınıl","genel","0"
"Abortion / Abort","Kürtaj, çocuk düşürme / İptal etmek, çocuk düşürmek","Aborjın / Abort","genel","0"
"Squire","Kavalye, yaver, toprak ağası","Sıkuayır","genel","0"
"Keep the change","Üstü kalsın","","deyim","0"
"Purse","Cüzdan, para kesesi","Pörs","genel","0"
"Open a case","Dava açmak","","genel","0"
"Confiscate","Haciz koymak, el koymak","Kanfıskeyt","genel","0"
"Confiscation","Haciz","Kanfıskeyşın","genel","0"
"Association","Dernek","","genel","0"
"Gelatin","Jelatin","Celıtın","genel","0"
"Commerce / E-Commerce","Ticaret / E-Ticaret","Kamırs","genel","0"
"Commence / Commerce","Başlamak, başlatmak / Ticaret","Kımmens / Kamırs","genel","0"
"Commercial","Ticari","Kımörşıl","genel","0"
"Advert","Reklam, ilan","Edvört","genel","0"
"Ad / Advertisement / Advertising","Reklam","","genel","0"
"Stimulant / Stimulants","Uyarıcı, uyarıcı ilaç /  Uyarıcılar, uyarıcı ilaçlar","Sıtimılınt(s)","genel","0"
"Anybodys guess","Kim bilir, belirsiz, muamma, bilinemez","","deyim","0"
"Till","Para çekmecesi, kasa","","genel","0"
"Underwriting","Taahhüt, garanti altına alma","","genel","0"
"Fairly","Bütünüyle, tam anlamıyla, adil bir şekilde","","genel","0"
"Roller","Sahile çarpan büyük dalga","","genel","0"
"Extension","Uzatma, genişletme","","genel","0"
"By extension","Buna bağlı olarak, dolayısıyla","","deyim","0"
"Et cetera","Ve benzeri","Ed sedıra","genel","0"
"Advent / Advert","Ortaya çıkma, gelme / Reklam, ilan","Edvınt / Edvırt","genel","0"
